,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
x1,0.9205,1.052,1.1835,1.315,1.4465,1.578,1.7095,1.841,1.9725,2.104,5.523,5.6545,5.786,8.416,8.5475,8.679,8.8105,8.942,12.4925,14.728,14.8595,14.991,15.1225,15.254,15.3855,15.517,15.6485,15.78,15.9115,16.1745,16.306,16.4375,16.569,16.7005,16.832,16.9635,17.095,17.2265,17.358,18.0155,18.147,18.2785,18.41,18.5415,18.673,18.8045,18.936,19.0675,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.251,20.3825,20.514,20.6455,20.777,20.9085,21.04,21.1715,21.303,21.4345,21.566,21.6975,24.3275,24.459,24.5905,24.722,27.2205,27.352,27.4835,27.615,27.7465,27.878,30.771,30.9025,31.034,31.1655,31.297,39.45,39.5815,41.291,41.4225,43.7895,43.921,44.0525,44.184,44.3155,44.5785,44.71,44.8415,44.973,45.1045,45.236,46.814,46.9455,47.077,47.2085,47.34,47.4715,56.808,56.9395,57.071,57.2025,57.334,61.9365,62.068,62.1995,62.331,64.8295,64.961,65.0925,65.224,65.8815,66.013,66.1445,66.276,66.4075,,
y1,2844.034,5072.92,12377.584,20828.631,23583.836,18292.445,11449.962,9709.711,5869.036,2910.652,2948.306,3725.577,3240.803,2846.032,3331.499,4002.621,4181.647,2875.923,3045.685,2834.498,2816.392,3517.974,7276.572,19888.412,29809.191,25845.955,11096.953,5305.568,3297.101,2744.617,3102.968,4070.491,4772.722,4537.632,3679.38,3657.835,3618.559,3645.427,3149.449,3063.919,4333.996,5015.577,4443.21,3510.901,3598.117,4039.701,4179.185,4153.108,5330.143,11597.712,26121.713,36954.945,36732.859,29104.486,16206.331,6162.901,3121.274,4027.369,6016.951,7697.433,8607.562,8182.478,5950.662,4534.973,3979.291,3665.987,3719.558,3043.517,5206.857,7554.745,6368.926,3182.985,3340.327,4694.775,4611.035,4259.355,4285.956,3521.989,4059.661,8414.422,10450.511,7134.573,3693.61,3189.023,2842.469,3239.163,3236.759,3705.462,8967.973,11057.036,6731.814,3049.409,2759.081,9486.651,24497.607,28503.545,19510.467,7687.686,6134.452,16915.375,24500.283,13950.097,4846.229,2818.734,4159.214,7831.052,8732.933,6943.295,3797.189,5091.645,7847.985,6718.281,4310.869,3823.107,6651.408,6485.746,4041.342,4013.216,6054.55,7572.937,6594.724,4080.33,,
xc1,1.4465,5.6545,8.8105,12.4925,15.3855,16.569,17.2265,18.2785,18.936,19.5935,20.777,21.566,24.459,27.352,27.7465,31.034,41.291,44.0525,44.973,47.077,57.071,62.068,64.961,66.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc1,23583.836,3725.577,4181.647,3045.685,29809.191,4772.722,3645.427,5015.577,4179.185,36954.945,8607.562,3719.558,7554.745,4694.775,4285.956,10450.511,3239.163,11057.036,28503.545,24500.283,8732.933,7847.985,6651.408,7572.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2,0.6575,0.789,0.9205,1.052,1.1835,1.315,1.4465,1.578,1.7095,1.841,1.9725,4.0765,4.208,8.416,8.5475,8.679,10.783,10.9145,11.046,11.1775,11.309,11.4405,12.624,14.3335,14.465,14.5965,14.728,14.8595,14.991,15.1225,15.254,15.3855,15.517,15.6485,15.78,15.9115,16.043,16.1745,16.306,16.4375,16.569,16.7005,16.832,17.2265,17.358,17.4895,18.0155,18.147,18.2785,18.673,18.8045,18.936,19.0675,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.251,20.3825,20.514,20.6455,20.777,20.9085,21.04,21.1715,21.303,24.196,24.3275,24.459,24.5905,24.722,24.8535,24.985,27.352,27.4835,30.9025,31.034,31.1655,31.297,31.4285,31.56,31.6915,31.823,31.9545,32.086,32.2175,32.349,36.9515,37.083,37.2145,37.346,37.4775,37.872,40.6335,40.765,41.028,43.7895,43.921,44.0525,44.184,44.3155,44.447,44.5785,44.71,44.8415,44.973,57.7285,57.86,59.964,62.331,62.4625,62.594,62.7255,62.857,64.698,64.8295,64.961,65.0925,65.224,65.3555
y2,3480.185,4079.006,6232.703,11524.605,21210.547,24684.174,21449.445,19776.146,20650.248,15750.481,7087.562,3931.643,4395.311,3902.211,4743.283,3795.78,4201.614,6257.168,6474.803,5278.479,4155.368,3944.503,3463.354,3459.304,5276.091,6993.925,12462.854,18603.357,15934.848,11430.323,7613.688,7822.017,8158.868,7143.562,6522.136,7468.848,9600.871,8930.719,5551.626,4927.513,6489.663,7738.85,5683.543,3693.334,4102.458,3516.198,3740.183,4485.869,4201.863,3808.522,5922.424,7413.264,5959.064,4860.596,5258.036,5617.783,6866.054,7434.332,7057.227,8017.475,10824.466,13767.371,15322.726,15968.396,14856.314,13413.604,12834.661,10710.591,7048.582,3682.179,6644.217,14079.069,21155.459,28004.576,23097.65,11387.3,4529.333,3478.948,3902.718,3921.619,5974.508,10316.646,12280.188,8816.983,5052.755,4547.422,6735.972,13898.314,18415.143,12219.734,4589.114,3721.301,4990.943,4774.952,4600.529,3694.605,3721.172,3745.647,3815.801,3653.056,6715.107,9479.28,10412.492,7739.35,5346.385,5659.677,5847.74,5190.259,4676.268,3782.24,4328.166,4868.965,4019.878,3637.516,4900.89,6026.724,5648.685,3834.468,5344.811,9108.661,11608.347,13130.812,10473.25,5144.536
xc2,1.315,1.7095,4.208,8.5475,11.046,14.8595,15.517,16.043,16.7005,17.358,18.147,18.936,19.725,20.514,24.5905,31.297,32.086,37.083,40.765,44.0525,44.5785,57.86,62.594,65.0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc2,24684.174,20650.248,4395.311,4743.283,6474.803,18603.357,8158.868,9600.871,7738.85,4102.458,4485.869,7413.264,7434.332,15968.396,28004.576,12280.188,18415.143,4990.943,3815.801,10412.492,5847.74,4868.965,6026.724,13130.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,0.1315,0.263,0.526,0.6575,0.1315,0.6575,0.9205,0.263,0.1315,0.263,1.052,0,0.9205,0.526,0.6964,1.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
