,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
x1,1.841,1.9725,2.104,2.2355,2.367,2.4985,2.63,2.7615,2.8930000000000002,3.0245,3.156,3.2875,3.5505,3.682,4.0765,6.0489999999999995,6.1805,6.312,6.4435,6.9695,7.2325,7.364,7.4955,7.627000000000001,7.7585,7.89,8.0215,8.152999999999999,8.2845,8.416,8.5475,9.205,9.3365,9.468,9.5995,9.731,9.8625,9.994,10.1255,10.257,10.3885,10.52,10.6515,10.783,10.9145,11.046,11.1775,12.2295,16.1745,16.7005,16.832,16.9635,17.095,17.2265,17.621,17.7525,17.884,18.0155,18.147000000000002,18.2785,18.41,24.985,25.1165,25.248,25.3795,25.511,27.7465,27.878,28.0095,28.141,28.2725,35.8995,36.031,36.1625,36.294000000000004,36.4255,36.556999999999995,40.6335,40.765,40.8965,41.028,49.443999999999996,49.5755,50.3645,50.496,50.6275,50.75899999999999,50.8905,51.022,,,,,,,,,,,,,,,,,,
y1,2156.406,2661.3190000000004,3970.317,4354.175,4026.4990000000003,2920.573,2956.938,2726.4570000000003,2946.906,2186.271,2028.557,1868.02,1995.1779999999999,1939.9489999999998,1911.1860000000001,2020.5410000000002,2933.7540000000004,3391.85,2559.485,1898.0479999999998,3014.96,5731.008000000001,6188.049,4665.556,2557.786,2464.923,5156.092000000001,9047.942,9552.618,5485.633000000001,2594.188,2201.945,3214.822,4731.137,4779.37,4823.98,3467.0679999999998,2788.035,2671.623,3131.462,3283.0559999999996,2428.144,2232.248,2799.812,3600.2940000000003,3645.6,2512.408,1876.818,2268.575,1989.271,2679.865,4556.163,4868.937,3408.836,3827.8459999999995,5229.411,4602.271,3801.437,3084.27,2606.27,1909.24,2452.533,6596.328,10661.145,8547.796,4510.915,2472.705,6311.0419999999995,8644.864,5572.724,2017.9,2314.344,3662.426,4426.229,3633.179,3209.9790000000003,1877.29,3336.131,4586.74,3996.5440000000003,2149.19,2969.985,2521.7039999999997,4433.912,8863.867,10224.407,8094.7,4052.219,1980.832,,,,,,,,,,,,,,,,,,
xc1,2.2355,2.63,2.8930000000000002,3.5505,6.312,7.4955,8.2845,9.731,10.3885,11.046,16.1745,17.095,17.7525,25.248,28.0095,36.1625,40.765,49.443999999999996,50.6275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc1,4354.175,2956.938,2946.906,1995.1779999999999,3391.85,6188.049,9552.618,4823.98,3283.0559999999996,3645.6,2268.575,4868.937,5229.411,10661.145,8644.864,4426.229,4586.74,2969.985,10224.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2,2.2355,2.367,2.4985,2.63,2.7615,2.8930000000000002,3.0245,3.156,3.2875,3.4189999999999996,3.5505,3.682,5.3915,5.523,5.9175,6.0489999999999995,6.1805,6.312,6.4435,6.575,6.7065,6.837999999999999,7.4955,7.627000000000001,7.7585,7.89,8.942,9.0735,9.205,9.3365,9.468,9.5995,9.731,9.8625,9.994,10.1255,10.257,10.3885,10.52,10.6515,10.783,10.9145,11.046,11.1775,11.309000000000001,11.4405,11.572000000000001,11.7035,16.305999999999997,16.4375,16.569000000000003,17.2265,17.621,17.7525,17.884,18.0155,18.147000000000002,18.2785,18.41,18.5415,20.250999999999998,20.3825,20.514,20.6455,20.776999999999997,20.9085,21.04,21.1715,21.303,21.4345,21.829,21.9605,22.092,22.2235,22.355,22.4865,22.618000000000002,26.1685,26.3,29.8505,29.982,30.1135,30.245,30.508000000000003,30.6395,30.771,30.9025,31.034000000000002,37.2145,37.346,37.4775,45.3675,45.498999999999995,45.6305,45.762,45.8935,46.025,49.97,50.1015,50.233000000000004,50.3645,51.022,51.1535,51.285,51.4165,51.548,51.6795
y2,8730.78,11184.846000000001,12459.396,12855.948,12864.481000000002,12635.038999999999,10817.041000000001,8516.688,9777.028,11820.411,11179.854,8186.735,7850.496,7146.158,9035.513,12655.755,13904.358999999999,14396.386999999999,15380.141000000001,14440.589,11692.819,8059.840999999999,7030.72,8341.921,8954.105,7413.73,7959.389,8845.134,12746.516000000001,17069.338,14718.233,12058.556999999999,11041.993,10012.502,7764.406,8123.215999999999,10054.833,12789.908000000001,12654.097,11773.806999999999,9718.91,8389.148000000001,9480.567,14036.775,18311.752,18073.762,13469.231000000002,8616.956,8154.268,8414.669,7022.95,6900.0380000000005,8277.902,12877.393999999998,13969.938999999998,17804.697,20665.721,20341.736,16011.796999999999,11504.94,9832.971,13427.935,17714.658,20234.703,17650.201,17465.887,19213.537,17194.178,12000.441,7591.982,7151.01,10157.146999999999,11978.421,10582.851,10382.077,10858.92,8420.502,7298.446999999999,7007.137,8313.379,11483.718,10252.284,7111.499,8421.859,11323.586000000001,10812.496000000001,9076.371,7988.026,9893.243,10623.405,8259.369,7234.026,10986.662,12485.952,12639.985,11521.146,9761.273000000001,8105.642,14493.048999999999,14151.204,8921.937,7109.901999999999,10483.508,11844.323999999999,12535.51,12849.194,10134.256
xc2,2.7615,3.4189999999999996,6.4435,7.7585,9.3365,10.3885,11.309000000000001,16.4375,18.147000000000002,20.6455,21.04,22.092,22.4865,29.982,30.6395,37.346,45.762,50.1015,51.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc2,12864.481000000002,11820.411,15380.141000000001,8954.105,17069.338,12789.908000000001,18311.752,8414.669,20665.721,20234.703,19213.537,11978.421,10858.92,11483.718,11323.586000000001,10623.405,12639.985,14493.048999999999,12849.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
