,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
x1,0.3945,4.208,4.3395,6.312,6.4435,7.364,7.4955,7.627000000000001,7.7585,10.52,10.6515,19.725,19.8565,23.5385,23.67,23.8015,23.933000000000003,28.404,28.5355,28.666999999999998,28.7985,38.924,39.0555,39.713,39.8445,39.976,40.1075,40.239000000000004,40.3705,40.501999999999995,40.6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y1,4165.714,4238.217000000001,4125.065,4532.695,4373.564,4366.391,4750.72,4304.898,4294.385,4368.095,4265.082,5662.932,4817.608,5255.670999999999,7757.1,7695.986,5736.505999999999,4885.8009999999995,4560.340999999999,4664.681,4842.242,4227.622,4114.048,5086.083,7140.769,8317.279,8123.503000000001,7544.401,9068.994,8211.648000000001,4477.590999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xc1,4.208,6.312,7.4955,10.52,19.725,23.67,28.7985,39.976,40.3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc1,4238.217000000001,4532.695,4750.72,4368.095,5662.932,7757.1,4842.242,8317.279,9068.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2,0.526,0.6575,0.789,0.9205,1.052,3.945,4.0765,5.7860000000000005,5.9175,7.2325,7.364,7.4955,7.627000000000001,7.7585,7.89,12.887,13.0185,13.2815,13.413,13.5445,13.675999999999998,13.8075,13.939,14.0705,14.202,14.3335,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.250999999999998,20.3825,21.04,21.1715,21.303,21.4345,21.6975,21.829,23.2755,23.406999999999996,23.5385,23.67,24.3275,26.4315,26.563000000000002,26.6945,26.826,26.9575,27.089000000000002,28.404,28.5355,28.666999999999998,28.7985,28.93,29.0615,29.193,29.3245,29.456,29.5875,29.719,30.245,31.296999999999997,44.0525,44.184,44.3155,44.446999999999996,45.236000000000004
y2,14576.764,21620.15,22516.979,17519.596,14517.451000000001,12250.538999999999,14128.056,13197.04,11760.47,18426.857,24160.433999999997,24169.691000000003,23961.998,21335.691000000003,14647.466,11474.878999999999,12655.407,15060.101999999999,19857.061,25972.445,39989.156,46175.035,45922.012,42128.914000000004,33624.113,19719.818,17542.797,20370.656000000003,17308.316000000003,14268.548999999999,16412.609,25128.593999999997,32952.605,31326.574,24303.766,14973.673999999999,14326.982,16851.223,16076.025,12994.027,13905.861,14150.082,14828.458999999999,17814.758,16140.42,11838.765,11589.854,11914.09,20683.793,29586.397999999997,28407.229,21189.487999999998,12738.26,12568.732,15059.761,17327.887,17531.438000000002,17890.025,17354.656000000003,16934.205,18165.018,16275.572,13310.627,13562.605,11939.23,11911.093,12778.764,16027.811000000002,18189.695,14389.886,11387.74
xc2,0.789,4.0765,7.4955,13.8075,19.3305,19.988,21.1715,23.406999999999996,26.6945,28.93,29.3245,29.719,44.3155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc2,22516.979,14128.056,24169.691000000003,46175.035,20370.656000000003,32952.605,16851.223,17814.758,29586.397999999997,17890.025,18165.018,13562.605,18189.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
