,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
x1,2.63,2.7615,2.8930000000000002,3.0245,3.156,3.682,3.8135,7.7585,7.89,8.0215,8.152999999999999,8.2845,8.416,8.5475,8.679,8.8105,9.0735,9.205,9.3365,9.468,9.5995,9.731,9.8625,9.994,10.1255,11.7035,11.835,13.0185,13.15,13.8075,14.728,15.254000000000001,16.4375,16.569000000000003,17.095,17.2265,17.358,17.4895,17.621,17.7525,17.884,18.147000000000002,18.2785,18.41,18.5415,18.673,18.8045,18.936,19.0675,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.250999999999998,20.3825,20.514,20.6455,20.776999999999997,20.9085,21.04,25.774,26.4315,26.9575,27.089000000000002,28.2725,28.404,32.4805,32.611999999999995,33.2695,33.400999999999996,35.242,37.2145,37.346,37.4775,37.609,37.7405,38.661,38.7925,40.8965,41.9485,42.08,42.2115,42.343,42.4745,42.606,42.7375,42.869,46.025,46.1565,46.288000000000004,47.2085,47.34,47.4715,47.603,47.7345,50.233000000000004,50.3645,50.496,50.6275,50.75899999999999,50.8905,51.022,51.1535,51.285,51.4165,51.548,52.6,52.7315,52.863,52.9945,53.126000000000005,53.2575,53.388999999999996,53.5205,53.652,53.7835,54.3095
y1,818.433,1070.345,1555.935,1872.848,972.758,781.671,948.62,679.8660000000001,862.317,1528.974,1514.77,962.2289999999999,697.846,617.378,1141.894,792.675,1504.489,2176.113,3289.966,2993.13,2786.2729999999997,4067.153,4240.708,2688.2140000000004,1088.286,899.707,768.558,855.2230000000001,679.645,590.8969999999999,910.38,578.5419999999999,845.5989999999999,1103.471,697.295,749.159,725.212,1072.1019999999999,1193.771,1095.313,923.1360000000001,609.558,1072.105,1411.604,1473.9229999999998,1729.325,2420.3179999999998,2803.157,3668.408,4744.865,3940.7859999999996,1913.96,1177.112,1183.969,1849.276,2672.305,2420.435,2104.403,2364.315,3080.039,2469.076,2318.23,1322.894,691.288,584.558,675.698,575.035,681.909,769.597,845.176,650.0369999999999,710.416,576.514,723.319,577.056,889.442,1470.375,1564.49,1087.475,748.2239999999999,584.805,769.679,582.625,831.947,1817.006,3659.176,4294.053,3617.494,2130.984,1366.264,1074.142,703.4069999999999,688.3430000000001,598.8580000000001,639.453,922.94,1232.638,1393.1879999999999,687.55,651.004,1743.986,3441.14,4526.144,6061.931,7789.516,9080.242,7535.456999999999,4868.75,3378.1490000000003,1510.9979999999998,575.198,683.255,761.2180000000001,691.758,580.505,969.056,2813.522,4887.126,3722.6690000000003,1459.09,590.529
xc1,3.0245,3.8135,8.0215,8.679,9.3365,9.8625,13.0185,14.728,16.569000000000003,17.2265,17.621,19.199,19.988,20.514,26.4315,28.404,32.611999999999995,33.400999999999996,37.4775,38.7925,42.343,47.603,51.022,52.863,53.5205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc1,1872.848,948.62,1528.974,1141.894,3289.966,4240.708,855.2230000000001,910.38,1103.471,749.159,1193.771,4744.865,2672.305,3080.039,675.698,845.176,710.416,723.319,1564.49,769.679,4294.053,1393.1879999999999,9080.242,761.2180000000001,4887.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2,0.6575,0.789,0.9205,1.9725,2.104,2.2355,2.367,2.4985,2.63,2.7615,2.8930000000000002,3.0245,3.156,3.2875,3.4189999999999996,3.5505,3.682,3.8135,3.945,4.0765,4.208,4.3395,4.471,5.6545,5.7860000000000005,5.9175,7.364,7.4955,7.627000000000001,7.7585,7.89,8.0215,8.152999999999999,8.2845,8.416,8.5475,8.679,8.8105,8.942,9.0735,9.205,9.3365,9.468,9.5995,9.731,9.8625,11.572000000000001,14.728,18.2785,18.41,18.5415,18.673,18.8045,18.936,19.0675,19.199,19.3305,19.725,19.8565,19.988,20.1195,20.250999999999998,20.3825,20.514,20.6455,20.776999999999997,20.9085,21.04,21.1715,21.303,42.08,42.2115,42.343,42.606,42.7375,42.869,43.0005,43.132,43.2635,43.395,43.5265,43.658,43.7895,43.92100000000001,47.603,47.7345,47.86600000000001,47.9975,48.129,48.2605,48.391999999999996,48.5235,48.655,49.443999999999996,49.8385,49.97,50.1015,50.233000000000004,50.3645,50.496,50.6275,51.1535,51.285,51.4165,51.9425,52.074,52.2055,52.336999999999996,52.4685,52.6,52.7315,52.863,52.9945,53.126000000000005,53.2575,,,,,,
y2,13108.411,14479.412,14603.061000000002,11872.027,25759.23,34026.676,27641.908,17051.852,14269.528999999999,17780.828,19899.123,17008.512,16149.771,15091.636,11569.78,12933.143999999998,23956.303,37683.809,42461.164000000004,42184.137,34785.008,24479.623,13244.173999999999,11078.908000000001,14011.056999999999,13219.823999999999,12788.507,23847.125,44101.824,50716.57,53079.332,57206.539000000004,62710.848,59410.121,50329.699,33241.637,17721.5,13033.572,22538.875,35699.359,38795.082,39883.918,38464.902,29677.057,18750.859,11373.614,11505.743999999999,11014.303999999998,11539.258999999998,12554.866000000002,16462.855,25183.729,32545.779,33320.137,26294.533,17732.227,11226.973,14797.367,21047.109,21759.857000000004,17889.195,17929.039,23666.902000000002,31301.615,33999.375,33295.395,29569.965,24575.447,17624.371,12076.171999999999,12344.105,13232.502,11406.85,14851.77,23126.127,31682.807,30497.533,25143.172000000002,20525.98,21526.711,21136.854,16568.686,12855.122,12155.784,15094.888,24830.695,26698.744,21852.744,20359.068,24267.561,25722.316000000003,19962.031000000003,12842.793,11285.948999999999,11239.553,11861.455,11182.312,11438.139,11069.412,11731.031,12199.072,15676.835,21177.637000000002,18589.898,12171.128999999999,11004.803,11068.503,19239.275,34453.875,43598.047,45345.305,43749.035,35988.633,21200.715,11537.028999999999,,,,,,
xc2,0.9205,2.2355,2.8930000000000002,3.945,5.7860000000000005,8.152999999999999,9.3365,11.572000000000001,18.936,19.988,20.6455,42.2115,42.869,43.395,47.86600000000001,48.391999999999996,49.97,50.233000000000004,51.285,52.7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc2,14603.061000000002,34026.676,19899.123,42461.164000000004,14011.056999999999,62710.848,39883.918,11505.743999999999,33320.137,21759.857000000004,33999.375,13232.502,31682.807,21526.711,26698.744,25722.316000000003,11861.455,11438.139,21177.637000000002,45345.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
