,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
x1,2.104,2.367,2.4985,2.63,2.7615,2.8930000000000002,3.0245,3.156,3.2875,3.4189999999999996,3.5505,3.682,3.8135,3.945,4.0765,4.208,6.9695,8.0215,8.679,8.8105,8.942,9.3365,9.468,9.5995,9.731,9.8625,10.257,10.6515,11.835,11.9665,12.097999999999999,12.2295,12.360999999999999,12.4925,12.624,12.7555,12.887,13.0185,13.15,13.2815,13.413,17.358,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.250999999999998,20.3825,20.514,20.6455,20.776999999999997,20.9085,21.04,21.1715,21.6975,21.829,21.9605,22.092,22.4865,22.618000000000002,22.7495,22.881,23.0125,23.144000000000002,23.2755,23.406999999999996,23.5385,23.67,26.4315,26.563000000000002,29.0615,29.193,29.3245,29.456,29.5875,29.719,29.8505,29.982,30.508000000000003,30.6395,31.296999999999997,32.349000000000004,32.4805,32.611999999999995,32.7435,32.875,33.2695,33.400999999999996,34.0585,34.19,34.3215,34.453,34.5845,34.716,34.8475,34.979,35.1105,35.3735,35.505,37.7405,41.4225,41.553999999999995,41.6855,41.817,41.9485,42.08,42.2115,42.343,42.4745,42.606,42.7375,42.869,44.8415,44.973,47.603,47.7345,47.86600000000001,47.9975,48.129,48.2605
y1,959.664,1226.1789999999999,2035.8410000000001,2193.11,2151.083,2440.18,2512.3579999999997,2434.645,4787.722,12067.503,17842.795,17853.727,9530.27,3813.7309999999998,1668.8470000000002,908.086,836.295,870.2139999999999,918.029,1409.763,1254.0819999999999,1199.055,1226.05,1038.1580000000001,756.195,750.7489999999999,872.434,897.566,750.199,842.9060000000001,1375.1629999999998,1888.422,2114.252,2068.333,2477.907,3105.422,3521.14,3505.591,2572.217,1839.075,1079.17,898.595,1080.121,2127.356,2578.759,2387.0370000000003,965.421,980.505,1963.2620000000002,2628.84,3965.8740000000003,9160.917,13816.548999999999,11145.046,4757.082,1924.3629999999998,993.018,862.2239999999999,888.431,1421.134,1305.902,986.003,985.258,1902.879,3950.315,6898.53,7581.064,7844.568,8369.021999999999,8353.344000000001,6479.479,2909.239,863.003,750.972,1690.12,4483.312,7178.5380000000005,5711.508000000001,2604.2960000000003,986.204,888.8439999999999,1178.437,840.7230000000001,816.415,778.159,1177.417,3280.882,4922.755,3861.008,1727.0639999999999,836.211,812.2189999999999,1010.08,1145.295,1121.732,821.307,1211.434,2014.017,3263.417,2861.0840000000003,1283.69,823.1439999999999,1159.525,864.9,1213.453,1801.096,2294.276,1977.155,1607.265,2835.78,7488.5109999999995,15653.116000000002,17787.266,13272.368999999999,7597.078,2748.8309999999997,1423.066,1253.237,1382.964,2837.652,4305.927,4061.68,2706.847,840.3
xc1,2.63,3.0245,3.682,8.8105,9.468,10.6515,12.360999999999999,12.887,19.462,20.514,21.829,23.2755,29.3245,29.982,32.611999999999995,34.19,34.8475,35.505,41.6855,42.4745,47.86600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc1,2193.11,2512.3579999999997,17853.727,1409.763,1226.05,897.566,2114.252,3521.14,2578.759,13816.548999999999,1421.134,8369.021999999999,7178.5380000000005,1178.437,4922.755,1145.295,3263.417,1159.525,2294.276,17787.266,4305.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x2,0.0,2.2355,2.367,2.4985,2.63,2.7615,2.8930000000000002,3.2875,3.4189999999999996,3.5505,3.682,3.8135,3.945,4.0765,4.208,4.3395,5.9175,8.416,8.5475,12.4925,12.624,12.7555,12.887,13.0185,13.15,13.2815,13.413,13.5445,13.675999999999998,18.41,18.5415,18.673,19.199,19.3305,19.462,19.5935,19.725,19.8565,19.988,20.1195,20.250999999999998,20.3825,22.618000000000002,22.7495,22.881,23.0125,23.144000000000002,23.2755,23.406999999999996,25.6425,25.774,25.9055,26.037,30.9025,31.034000000000002,31.9545,32.086,32.2175,32.349000000000004,32.4805,32.611999999999995,32.7435,32.875,33.0065,33.138000000000005,33.2695,33.400999999999996,33.5325,33.664,33.7955,34.3215,34.453,34.5845,34.716,34.8475,34.979,35.1105,35.242,35.3735,39.45,39.5815,39.713,39.8445,39.976,40.1075,40.239000000000004,40.3705,40.501999999999995,40.6335,40.765,41.817,42.606,42.7375,42.869,43.0005,43.132,43.2635,43.92100000000001,44.0525,44.184,44.3155,47.4715,47.603,47.7345,48.655,48.7865,,,,,,,,,,,,,,,,,,
y2,5612.8369999999995,4247.4890000000005,6790.76,10724.921999999999,14300.733,10423.976,5385.535,4127.692,6659.298000000001,8517.669,8013.969,8321.204,7180.215999999999,8883.944,9327.280999999999,5625.1990000000005,3810.1090000000004,3723.495,4024.671,3774.7470000000003,6956.684,11682.021,20616.191000000003,29009.65,31056.332000000002,25512.097999999998,18853.826,9591.322,4620.452,4754.443,6256.929,4668.146,7347.311,12652.163,14904.185,15241.015,11340.565,9250.678,9527.069,8251.065,5508.025,3731.145,5643.359,11223.829,20105.428,24405.77,19494.672,10481.226999999999,4972.77,4179.008,6821.549,8268.631,6818.021,4177.34,4158.271,3924.695,4747.87,6841.271,7651.349,7152.9259999999995,6990.994000000001,7809.045,8655.396999999999,10263.4,10910.185,9147.968,8497.027,8830.925,6929.967,4604.048,5465.388000000001,6351.154,7678.642,9135.822,9997.302,10086.7,10794.729,7990.166,4030.461,3665.3109999999997,11840.315,28762.119,45277.395,48246.234000000004,43774.395,26414.701,10619.736,4854.218,3811.6040000000003,4249.204000000001,4276.536,6039.321,7943.170999999999,9194.553,9929.814,7626.269,3968.375,3675.048,6569.24,7170.521,4435.041,3989.988,4023.0409999999997,4019.8540000000003,4979.075,11753.276000000002,,,,,,,,,,,,,,,,,,
xc2,2.63,3.5505,3.8135,4.208,8.5475,13.15,18.5415,19.5935,19.988,23.0125,25.9055,32.349000000000004,33.138000000000005,33.5325,35.1105,39.976,43.0005,44.184,47.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yc2,14300.733,8517.669,8321.204,9327.280999999999,4024.671,31056.332000000002,6256.929,15241.015,9527.069,24405.77,8268.631,7651.349,10910.185,8830.925,10794.729,48246.234000000004,9929.814,7170.521,4023.0409999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
