Distance,Gray_Value
0,3752.69
0.1315,3661.491
0.263,3544.057
0.3945,3302.829
0.526,3375.457
0.6575,4111.032
0.789,5736.868
0.9205,8272.048
1.052,8626.9
1.1835,8002.797
1.315,6832.515
1.4465,5706.29
1.578,6541.392
1.7095,6790.008
1.841,5989.906
1.9725,8044.991
2.104,10667.275
2.2355,11053.747
2.367,8609.114
2.4985,5833.45
2.63,4932.546
2.7615,6523.634
2.893,10569.238
3.0245,15825.863
3.156,19278.246
3.2875,18076.543
3.419,22839.338
3.5505,30183.145
3.682,33399.883
3.8135,30062.551
3.945,23888.73
4.0765,17415.693
4.208,11237.366
4.3395,6963.797
4.471,5823.978
4.6025,7183.816
4.734,11888.718
4.8655,18631.361
4.997,22059.73
5.1285,20669.496
5.26,20137.59
5.3915,17552.016
5.523,14779.304
5.6545,12879.571
5.786,12103.018
5.9175,11298.339
6.049,11013.116
6.1805,11748.464
6.312,11661.207
6.4435,9453.479
6.575,8208.541
6.7065,5865.861
6.838,4723.643
6.9695,4960.715
7.101,6019.445
7.2325,5855.783
7.364,6481.135
7.4955,5599.776
7.627,6182.418
7.7585,6544.589
7.89,6627.252
8.0215,6502.201
8.153,5584.617
8.2845,3921.417
8.416,4195.854
8.5475,4845.778
8.679,4564.758
8.8105,4498.27
8.942,5657.496
9.0735,6234.706
9.205,7332.074
9.3365,10534.713
9.468,19095.738
9.5995,29228.781
9.731,36734.723
9.8625,37056.219
9.994,31140.213
10.1255,20422.094
10.257,11695.797
10.3885,8726.125
10.52,6720.964
10.6515,5676.455
10.783,5641.736
10.9145,6034.897
11.046,5278.785
11.1775,4045.444
11.309,3582.062
11.4405,3552.104
11.572,5247.78
11.7035,5745.578
11.835,5181.166
11.9665,6631.996
12.098,14667.294
12.2295,30198.15
12.361,36765.977
12.4925,24375.188
12.624,11712.976
12.7555,9213.765
12.887,8701.5
13.0185,8200.777
13.15,7746.957
13.2815,8310.414
13.413,10356.012
13.5445,14143.4
13.676,17226.201
13.8075,19084.957
13.939,20712.627
14.0705,25161.854
14.202,29711.779
14.3335,30526.404
14.465,28653.879
14.5965,24559.572
14.728,19714.842
14.8595,16444.586
14.991,12259.17
15.1225,9097.645
15.254,7719.691
15.3855,7464.207
15.517,7168.404
15.6485,6032.319
15.78,5801.767
15.9115,6027.072
16.043,6431.732
16.1745,6224.166
16.306,7197.226
16.4375,8362.766
16.569,7772.722
16.7005,6951.222
16.832,7283.859
16.9635,6821.089
17.095,6470.561
17.2265,7650.716
17.358,9261.294
17.4895,8782.118
17.621,8259.54
17.7525,8435.327
17.884,11569.524
18.0155,19982.949
18.147,24764.045
18.2785,25054.828
18.41,22186.938
18.5415,19964.525
18.673,22763.75
18.8045,23114.09
18.936,18624.566
19.0675,19922.086
19.199,21756.418
19.3305,16899.812
19.462,11540.463
19.5935,12140.674
19.725,22031.463
19.8565,34207.055
19.988,38363.016
20.1195,28769.701
20.251,13514.172
20.3825,7024.32
20.514,4703.689
20.6455,4017.578
20.777,3668.022
20.9085,3857.305
21.04,4068.547
21.1715,4279.553
21.303,4517.391
21.4345,4671.933
21.566,6323.83
21.6975,6867.286
21.829,5619.246
21.9605,4044.511
22.092,4186.895
22.2235,5113.834
22.355,5674.755
22.4865,6457.577
22.618,5257.197
22.7495,4987.954
22.881,5563.877
23.0125,5301.997
23.144,4251.898
23.2755,4490.422
23.407,3832.555
23.5385,4346.996
23.67,6196.482
23.8015,10616.064
23.933,14257.065
24.0645,15882.394
24.196,15360.13
24.3275,14448.59
24.459,14709.721
24.5905,16001.162
24.722,18474.299
24.8535,21481.965
24.985,22014.766
25.1165,22374.729
25.248,24022.512
25.3795,24856.512
25.511,20025.701
25.6425,18224.715
25.774,20765.686
25.9055,22262.799
26.037,20561.5
26.1685,19467.734
26.3,21634.578
26.4315,27142.984
26.563,30168.771
26.6945,31204.914
26.826,36944.676
26.9575,40038.664
27.089,40134.941
27.2205,40386.84
27.352,43342.68
27.4835,41174.711
27.615,35512.676
27.7465,30411.303
27.878,25938.047
28.0095,21231.084
28.141,20861.318
28.2725,19131.572
28.404,16748.111
28.5355,10318.029
28.667,7150.062
28.7985,9210.897
28.93,13467.754
29.0615,17256.398
29.193,14010.475
29.3245,8508.704
29.456,5576.495
29.5875,4947.866
29.719,6762.651
29.8505,13153.608
29.982,24078.369
30.1135,28404.477
30.245,19650.945
30.3765,11631.369
30.508,10022.647
30.6395,10625.112
30.771,10374.08
30.9025,10797.38
31.034,9500.184
31.1655,6011.979
31.297,4045.891
31.4285,3478.273
31.56,3450.142
31.6915,3387.421
31.823,4344.566
31.9545,5470.045
32.086,7691.204
32.2175,7106.034
32.349,6982.62
32.4805,8404.976
32.612,9528.281
32.7435,8173.793
32.875,5942.992
33.0065,5024.545
33.138,6517.988
33.2695,9214.984
33.401,15097.333
33.5325,21187.49
33.664,19775.91
33.7955,14215.643
33.927,12180.995
34.0585,10485.344
34.19,7798.259
34.3215,6904.106
34.453,6629.53
34.5845,7107.701
34.716,7990.475
34.8475,11906.482
34.979,17372.074
35.1105,17014.824
35.242,13968.918
35.3735,11444.349
35.505,14997.442
35.6365,21589.557
35.768,22687.545
