Distance,Gray_Value
0,2697.171
0.1315,2739.11
0.263,2487.896
0.3945,3056.149
0.526,3428.836
0.6575,3378.956
0.789,2453.959
0.9205,2616.558
1.052,2232.497
1.1835,1971.302
1.315,3860.031
1.4465,6412.947
1.578,7623.478
1.7095,5499.542
1.841,4099.527
1.9725,2599.814
2.104,1750.731
2.2355,1875.658
2.367,2075.405
2.4985,1621.203
2.63,1616.898
2.7615,2312.409
2.893,2367.164
3.0245,2138.985
3.156,2772.648
3.2875,2773.564
3.419,2331.861
3.5505,2444.314
3.682,2184.689
3.8135,2439.93
3.945,1950.202
4.0765,1589.962
4.208,1839.678
4.3395,2491.529
4.471,3594.154
4.6025,5197.889
4.734,6640.776
4.8655,10039.838
4.997,13654.186
5.1285,14411.951
5.26,10138.224
5.3915,5556.109
5.523,3929.648
5.6545,2308.243
5.786,1764.57
5.9175,2315.898
6.049,3977.024
6.1805,4941.941
6.312,3146.708
6.4435,2498.691
6.575,1925.027
6.7065,2220.93
6.838,2003.167
6.9695,2677.506
7.101,2579.958
7.2325,2270.753
7.364,2441.737
7.4955,2564.076
7.627,2917.658
7.7585,3799.75
7.89,3906.885
8.0215,4963.712
8.153,10815.796
8.2845,23755.865
8.416,34765.543
8.5475,39612.031
8.679,39440.23
8.8105,29158.096
8.942,12009.101
9.0735,4505.335
9.205,2491.533
9.3365,1257.567
9.468,994.748
9.5995,1157.734
9.731,1285.169
9.8625,1190.933
9.994,770.94
10.1255,737.096
10.257,773.248
10.3885,920.438
10.52,1312.765
10.6515,1883.972
10.783,1882.93
10.9145,1750.846
11.046,1573.148
11.1775,1660.028
11.309,2188.095
11.4405,1870.175
11.572,1924.803
11.7035,1993.233
11.835,1615.828
11.9665,1948.193
12.098,2852.042
12.2295,4095.491
12.361,4712.199
12.4925,2914.57
12.624,2002.828
12.7555,2028.047
12.887,1839.297
13.0185,1902.08
13.15,2173.424
13.2815,2218.377
13.413,1796.656
13.5445,2014.231
13.676,1833.254
13.8075,1228.13
13.939,1073.493
14.0705,764.381
14.202,793.865
14.3335,887.095
14.465,835.19
14.5965,848.889
14.728,1050.237
14.8595,1261.237
14.991,1789.963
15.1225,1859.397
15.254,1995.181
15.3855,2410.108
15.517,2647.943
15.6485,3863.649
15.78,6460.488
15.9115,7846.768
16.043,8527.871
16.1745,6705.403
16.306,4171.993
16.4375,2896.558
16.569,2121.158
16.7005,1583.037
16.832,1522.328
16.9635,1026.172
17.095,765.454
17.2265,1119.411
17.358,1363.675
17.4895,1263.686
17.621,922.606
17.7525,939.28
17.884,920.461
18.0155,1193.312
18.147,1452.524
18.2785,1432.49
18.41,941.347
18.5415,854.065
18.673,1397.398
18.8045,2315.524
18.936,3050.261
19.0675,4506.726
19.199,5024.292
