Distance,Gray_Value
0,1268.89
0.1315,1934.329
0.263,2012.461
0.3945,1869.074
0.526,1976.892
0.6575,1660.913
0.789,2187.049
0.9205,2844.034
1.052,5072.92
1.1835,12377.584
1.315,20828.631
1.4465,23583.836
1.578,18292.445
1.7095,11449.962
1.841,9709.711
1.9725,5869.036
2.104,2910.652
2.2355,1776.109
2.367,1536.094
2.4985,1422.241
2.63,1316.975
2.7615,1196.719
2.893,1267.576
3.0245,1963.781
3.156,1543.374
3.2875,1200.103
3.419,949.43
3.5505,969.932
3.682,1083.834
3.8135,1303.757
3.945,1175.58
4.0765,1312.255
4.208,1395.112
4.3395,1465.107
4.471,1507.792
4.6025,1533.351
4.734,1878.673
4.8655,1533.074
4.997,1873.204
5.1285,2031.965
5.26,2107.112
5.3915,2387.847
5.523,2948.306
5.6545,3725.577
5.786,3240.803
5.9175,2022.825
6.049,2112.51
6.1805,2249.292
6.312,2458.715
6.4435,1670.893
6.575,974.945
6.7065,1060.35
6.838,1279.963
6.9695,1119.031
7.101,902.671
7.2325,911.67
7.364,879.819
7.4955,1030.514
7.627,866.081
7.7585,1351.502
7.89,1522.173
8.0215,1758.557
8.153,2276.859
8.2845,2728.343
8.416,2846.032
8.5475,3331.499
8.679,4002.621
8.8105,4181.647
8.942,2875.923
9.0735,2481.712
9.205,2317.056
9.3365,2211.114
9.468,2254.761
9.5995,1773.924
9.731,1574.579
9.8625,1558.317
9.994,2005.244
10.1255,2566.032
10.257,2692.589
10.3885,2252.156
10.52,2444.875
10.6515,2034.024
10.783,2069.747
10.9145,2004.47
11.046,1864.829
11.1775,1611.559
11.309,1093.262
11.4405,1050.135
11.572,1331.307
11.7035,1578.73
11.835,1603.637
11.9665,1819.011
12.098,1805.183
12.2295,1715.889
12.361,2583.793
12.4925,3045.685
12.624,2569.751
12.7555,1802.451
12.887,1592
13.0185,1645.949
13.15,1707.188
13.2815,1691.88
13.413,1704.218
13.5445,1433.854
13.676,1019.355
13.8075,861.56
13.939,1241.1
14.0705,1534.286
14.202,1573.792
14.3335,1131.102
14.465,1265.318
14.5965,1909.904
14.728,2834.498
14.8595,2816.392
14.991,3517.974
15.1225,7276.572
15.254,19888.412
15.3855,29809.191
15.517,25845.955
15.6485,11096.953
15.78,5305.568
15.9115,3297.101
16.043,2391.755
16.1745,2744.617
16.306,3102.968
16.4375,4070.491
16.569,4772.722
16.7005,4537.632
16.832,3679.38
16.9635,3657.835
17.095,3618.559
17.2265,3645.427
17.358,3149.449
17.4895,2346.532
17.621,2190.767
17.7525,2638.821
17.884,2709.144
18.0155,3063.919
18.147,4333.996
18.2785,5015.577
18.41,4443.21
18.5415,3510.901
18.673,3598.117
18.8045,4039.701
18.936,4179.185
19.0675,4153.108
19.199,5330.143
19.3305,11597.712
19.462,26121.713
19.5935,36954.945
19.725,36732.859
19.8565,29104.486
19.988,16206.331
20.1195,6162.901
20.251,3121.274
20.3825,4027.369
20.514,6016.951
20.6455,7697.433
20.777,8607.562
20.9085,8182.478
21.04,5950.662
21.1715,4534.973
21.303,3979.291
21.4345,3665.987
21.566,3719.558
21.6975,3043.517
21.829,2355.096
21.9605,1887.129
22.092,1577.586
22.2235,1413.927
22.355,1529.399
22.4865,2377.793
22.618,2097.254
22.7495,1558.852
22.881,1638.742
23.0125,1330.05
23.144,1307.204
23.2755,1222.03
23.407,1347.005
23.5385,1727.419
23.67,1178.411
23.8015,716.881
23.933,765.459
24.0645,1241.13
24.196,2282.827
24.3275,5206.857
24.459,7554.745
24.5905,6368.926
24.722,3182.985
24.8535,1542.616
24.985,989.151
25.1165,1174.752
25.248,1316.21
25.3795,1308.969
25.511,1344.234
25.6425,832.254
25.774,1062.829
25.9055,1188.254
26.037,1015.347
26.1685,1242.61
26.3,1403.017
26.4315,1629.366
26.563,1372.574
26.6945,1296.696
26.826,1167.245
26.9575,1145.129
27.089,1821.333
27.2205,3340.327
27.352,4694.775
27.4835,4611.035
27.615,4259.355
27.7465,4285.956
27.878,3521.989
28.0095,2439.949
28.141,1952.593
28.2725,1642.496
28.404,2001.017
28.5355,2458.552
28.667,2501.606
28.7985,2313.28
28.93,1838.01
29.0615,1446.85
29.193,1486.31
29.3245,1777.201
29.456,1852.438
29.5875,1667.358
29.719,1313.907
29.8505,1440.742
29.982,1638.673
30.1135,1303.183
30.245,1116.844
30.3765,1320.98
30.508,1811.421
30.6395,2318.824
30.771,4059.661
30.9025,8414.422
31.034,10450.511
31.1655,7134.573
31.297,3693.61
31.4285,2706.706
31.56,2467.346
31.6915,2016.729
31.823,1700.361
31.9545,1799.435
32.086,2069.263
32.2175,1895.532
32.349,1370.951
32.4805,1161.175
32.612,1355.224
32.7435,1380.475
32.875,1160.612
33.0065,1041.782
33.138,1276.662
33.2695,1507.827
33.401,1773.724
33.5325,1677.487
33.664,1218.611
33.7955,1005.936
33.927,1129.196
34.0585,1702.005
34.19,1689.867
34.3215,1704.872
34.453,1750.509
34.5845,1648.368
34.716,1412.932
34.8475,1160.18
34.979,1164.576
35.1105,1209.915
35.242,1336.203
35.3735,1274.446
35.505,940.652
35.6365,815.372
35.768,819.187
35.8995,1096.595
36.031,1597.54
36.1625,1883.456
36.294,1885.144
36.4255,1500.635
36.557,1021.622
36.6885,1070.337
36.82,1308.729
36.9515,1345.169
37.083,1538.996
37.2145,1698.817
37.346,1742.944
37.4775,1392.246
37.609,1054.048
37.7405,870.3
37.872,813.811
38.0035,666.527
38.135,468.106
38.2665,625.964
38.398,397.37
38.5295,373.62
38.661,377.467
38.7925,511.251
38.924,921.431
39.0555,1246.135
39.187,1574.878
39.3185,2444.256
39.45,3189.023
39.5815,2842.469
39.713,1605.308
39.8445,1667.16
39.976,1707.335
40.1075,1643.101
40.239,1519.049
40.3705,1792.554
40.502,1588.04
40.6335,1344.214
40.765,1637.865
40.8965,2285.896
41.028,2525.618
41.1595,2101.06
41.291,3239.163
41.4225,3236.759
41.554,2450.114
41.6855,2120.094
41.817,1215.83
41.9485,848.635
42.08,1146.068
42.2115,1404.137
42.343,1458.372
42.4745,1613.382
42.606,1928.94
42.7375,1640.965
42.869,1400.826
43.0005,1195.104
43.132,1491.083
43.2635,1633.498
43.395,1972.533
43.5265,1461.18
43.658,1423.887
43.7895,3705.462
43.921,8967.973
44.0525,11057.036
44.184,6731.814
44.3155,3049.409
44.447,1907.349
44.5785,2759.081
44.71,9486.651
44.8415,24497.607
44.973,28503.545
45.1045,19510.467
45.236,7687.686
45.3675,2670.411
45.499,1357.068
45.6305,1037.576
45.762,1124.695
45.8935,1575.278
46.025,2110.49
46.1565,1960.781
46.288,1778.645
46.4195,1666.034
46.551,1824.451
46.6825,2696.935
46.814,6134.452
46.9455,16915.375
47.077,24500.283
47.2085,13950.097
47.34,4846.229
47.4715,2818.734
47.603,2226.654
47.7345,1883.548
47.866,1350.45
47.9975,1526.227
48.129,1659.614
48.2605,1733.084
48.392,1903.44
48.5235,2278.359
48.655,2124.532
48.7865,1830.435
48.918,1861.002
49.0495,2161.293
49.181,2266.237
49.3125,1835.927
49.444,1122.265
49.5755,1162.443
49.707,1268.207
49.8385,1134.59
49.97,797.63
50.1015,680.934
50.233,1283.942
50.3645,1646.043
50.496,1892.958
50.6275,1890.612
50.759,1709.032
50.8905,1417.952
51.022,1489.33
51.1535,1687.83
51.285,1879.735
51.4165,1458.604
51.548,1516.027
51.6795,1984.108
51.811,2145.346
51.9425,1489.809
52.074,936.817
52.2055,895.194
52.337,1241.999
52.4685,1356.98
52.6,1304.303
52.7315,1368.103
52.863,1509.975
52.9945,1485.87
53.126,1144.159
53.2575,1379.486
53.389,1855.616
53.5205,1944.265
53.652,1058.642
53.7835,1006.273
53.915,1215.87
54.0465,1694.975
54.178,2008.72
54.3095,1659.466
54.441,1054.35
54.5725,902.063
54.704,697.855
54.8355,491.755
54.967,296.279
55.0985,415.277
55.23,273.381
55.3615,396.113
55.493,695.122
55.6245,916.33
55.756,586.145
55.8875,656.445
56.019,899.054
56.1505,634.539
56.282,513.302
56.4135,420.932
56.545,979.932
56.6765,1801.485
56.808,4159.214
56.9395,7831.052
57.071,8732.933
57.2025,6943.295
57.334,3797.189
57.4655,1956.546
57.597,983.457
57.7285,781.825
57.86,699.297
57.9915,979.685
58.123,1098.075
58.2545,1230.392
58.386,988.959
58.5175,762.99
58.649,696.538
58.7805,700.352
58.912,822.331
59.0435,666.862
59.175,612.378
59.3065,439.61
59.438,265.83
59.5695,308.089
59.701,401.265
59.8325,644.193
59.964,1271.385
60.0955,1075.367
60.227,649.63
60.3585,408.869
60.49,460.652
60.6215,455.802
60.753,229.052
60.8845,443.462
61.016,670.558
61.1475,798.167
61.279,1031.001
61.4105,1017.922
61.542,1484.454
61.6735,1771.731
61.805,2479.242
61.9365,5091.645
62.068,7847.985
62.1995,6718.281
62.331,4310.869
62.4625,2668.688
62.594,1892.456
62.7255,1148.969
62.857,876.76
62.9885,795.001
63.12,724.116
63.2515,628.496
63.383,946.954
63.5145,1255.956
63.646,1338.321
63.7775,1232.636
63.909,1087
64.0405,1131.764
64.172,958.383
64.3035,955.668
64.435,1006.889
64.5665,1328.287
64.698,1670.965
64.8295,3823.107
64.961,6651.408
65.0925,6485.746
65.224,4041.342
65.3555,2236.544
65.487,1136.283
65.6185,997.846
65.75,1927.171
65.8815,4013.216
66.013,6054.55
66.1445,7572.937
66.276,6594.724
66.4075,4080.33
66.539,2147.668
66.6705,1347.475
66.802,1265.602
66.9335,997.343
67.065,810.791
67.1965,766.824
67.328,1257.432
67.4595,999.455
67.591,876.771
67.7225,876.015
67.854,517.751
67.9855,596.176
68.117,692.066
68.2485,569.991
68.38,332.507
68.5115,386.427
68.643,502.627
68.7745,389.059
